OrderID,CustomerID,OrderDate,ProductID,Quantity,TotalAmount,Status
568,568,8/11/2024,568,60,8813.62,Processing
569,569,9/7/2024,569,90,2436.88,Processing
570,570,3/3/2024,570,62,3491.03,Delivered
571,571,12/29/2023,571,24,4743.91,Shipped
572,572,3/13/2024,572,83,2262.94,Delivered
573,573,5/27/2024,573,73,5333.59,Shipped
574,574,11/16/2023,574,9,1548.68,Processing
575,575,1/6/2024,575,55,93.44,Delivered
576,576,8/26/2024,576,28,7009.18,Processing
577,577,9/11/2024,577,37,267.75,Processing
578,578,9/21/2024,578,9,6409.38,Shipped
579,579,12/5/2023,579,31,7633.36,Delivered
580,580,7/27/2024,580,56,1374.43,Shipped
581,581,7/8/2024,581,100,4072.19,Processing
582,582,8/24/2024,582,29,8792.04,Delivered
583,583,2/28/2024,583,18,1994.25,Delivered
584,584,2/22/2024,584,48,907.77,Delivered
585,585,1/21/2024,585,83,3073.16,Processing
586,586,8/14/2024,586,31,5594.57,Shipped
587,587,9/9/2024,587,29,3330.23,Delivered
588,588,4/3/2024,588,45,9708.51,Shipped
589,589,2/9/2024,589,67,5041.73,Delivered
590,590,6/22/2024,590,83,3500.77,Shipped
591,591,9/25/2024,591,59,2117.62,Processing
592,592,6/1/2024,592,87,1571.41,Shipped
593,593,4/30/2024,593,12,8735.85,Shipped
594,594,7/10/2024,594,39,8473.23,Processing
595,595,12/29/2023,595,50,1206.66,Processing
596,596,4/14/2024,596,19,5042.9,Delivered
597,597,3/7/2024,597,64,4392.12,Shipped
598,598,7/29/2024,598,42,6816.06,Shipped
599,599,2/5/2024,599,40,8427.08,Delivered
600,600,1/7/2024,600,77,9918.89,Shipped
